"shapeid","GEOID10","NAMELSAD10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","DP0010001","DP0010002","DP0010003","DP0010004","DP0010005","DP0010006","DP0010007","DP0010008","DP0010009","DP0010010","DP0010011","DP0010012","DP0010013","DP0010014","DP0010015","DP0010016","DP0010017","DP0010018","DP0010019","DP0010020","DP0010021","DP0010022","DP0010023","DP0010024","DP0010025","DP0010026","DP0010027","DP0010028","DP0010029","DP0010030","DP0010031","DP0010032","DP0010033","DP0010034","DP0010035","DP0010036","DP0010037","DP0010038","DP0010039","DP0010040","DP0010041","DP0010042","DP0010043","DP0010044","DP0010045","DP0010046","DP0010047","DP0010048","DP0010049","DP0010050","DP0010051","DP0010052","DP0010053","DP0010054","DP0010055","DP0010056","DP0010057","DP0020001","DP0020002","DP0020003","DP0030001","DP0030002","DP0030003","DP0040001","DP0040002","DP0040003","DP0050001","DP0050002","DP0050003","DP0060001","DP0060002","DP0060003","DP0070001","DP0070002","DP0070003","DP0080001","DP0080002","DP0080003","DP0080004","DP0080005","DP0080006","DP0080007","DP0080008","DP0080009","DP0080010","DP0080011","DP0080012","DP0080013","DP0080014","DP0080015","DP0080016","DP0080017","DP0080018","DP0080019","DP0080020","DP0080021","DP0080022","DP0080023","DP0080024","DP0090001","DP0090002","DP0090003","DP0090004","DP0090005","DP0090006","DP0100001","DP0100002","DP0100003","DP0100004","DP0100005","DP0100006","DP0100007","DP0110001","DP0110002","DP0110003","DP0110004","DP0110005","DP0110006","DP0110007","DP0110008","DP0110009","DP0110010","DP0110011","DP0110012","DP0110013","DP0110014","DP0110015","DP0110016","DP0110017","DP0120001","DP0120002","DP0120003","DP0120004","DP0120005","DP0120006","DP0120007","DP0120008","DP0120009","DP0120010","DP0120011","DP0120012","DP0120013","DP0120014","DP0120015","DP0120016","DP0120017","DP0120018","DP0120019","DP0120020","DP0130001","DP0130002","DP0130003","DP0130004","DP0130005","DP0130006","DP0130007","DP0130008","DP0130009","DP0130010","DP0130011","DP0130012","DP0130013","DP0130014","DP0130015","DP0140001","DP0150001","DP0160001","DP0170001","DP0180001","DP0180002","DP0180003","DP0180004","DP0180005","DP0180006","DP0180007","DP0180008","DP0180009","DP0190001","DP0200001","DP0210001","DP0210002","DP0210003","DP0220001","DP0220002","DP0230001","DP0230002","Shape_Leng","Shape_Area"
"0","48201","Harris County","A","4411986582.0","191671993.0","+29.8572730","-095.3930371","4092459","336314","320339","306560","300676","297495","340541","321049","306796","281486","278935","269615","225399","173767","117081","78421","58497","42800","36688","2037405","171219","163674","156729","155268","152317","172849","162188","153679","141237","137982","132781","109984","83648","55199","35267","24781","16632","11971","2055054","165095","156665","149831","145408","145178","167692","158861","153117","140249","140953","136834","115415","90119","61882","43154","33716","26168","24717","32.2","31.4","33.0","3068788","1514913","1553875","2944624","1451064","1493560","2772650","1361410","1411240","431547","191050","240497","333487","143850","189637","4092459","3961127","2318256","775492","27763","253032","50045","43940","22575","3566","11813","80409","40684","3018","611","1143","281","983","583566","131332","9752","16164","15792","59080","2425730","807629","48518","280341","7717","661320","4092459","1671540","1250401","21110","14655","385374","2420919","4092459","1671540","968610","21234","19613","3179","758","575652","82494","2420919","1349646","754258","8150","249853","2260","7914","48838","4092459","4047935","1435155","679994","1331456","984965","381622","144870","42905","219708","15292","6463","93117","44524","24427","17288","7139","20097","11796","8301","1435155","985652","510643","679994","346129","86367","39482","219291","125032","449503","361888","177341","25115","184547","57216","577506","251964","2.82","3.43","1598698","1435155","163543","99127","3306","19077","3721","7074","31238","2.3","13.7","1435155","814810","620345","2436920","1611015","2.99","2.6","3.87822554553","0.4298169325"
