"shapeid","x","y"
"0","-94.98893","29.949422"
"0","-94.989191","29.948652"
"0","-94.989436","29.94793"
"0","-94.989745","29.947116"
"0","-94.990008","29.946355"
"0","-94.990056","29.946214"
"0","-94.990275","29.945587"
"0","-94.99054","29.944822"
"0","-94.990655","29.9445"
"0","-94.990849","29.943964"
"0","-94.99105","29.943508"
"0","-94.991498","29.942039"
"0","-94.991725","29.941407"
"0","-94.991788","29.941238"
"0","-94.991971","29.940758"
"0","-94.992191","29.940395"
"0","-94.992311","29.940219"
"0","-94.992374","29.940136"
"0","-94.99239","29.940118"
"0","-94.992657","29.939839"
"0","-94.992747","29.939746"
"0","-94.992892","29.939586"
"0","-94.993203","29.939201"
"0","-94.993377","29.938987"
"0","-94.994078","29.938156"
"0","-94.994561","29.937556"
"0","-94.994734","29.937342"
"0","-94.994898","29.937056"
"0","-94.994925","29.936953"
"0","-94.995111","29.936237"
"0","-94.995112","29.936236"
"0","-94.995099","29.935851"
"0","-94.995219","29.935235"
"0","-94.995358","29.9349"
"0","-94.995376","29.934295"
"0","-94.995434","29.934067"
"0","-94.995617","29.933351"
"0","-94.995647","29.933234"
"0","-94.995882","29.93213"
"0","-94.995892","29.932084"
"0","-94.996018","29.931303"
"0","-94.996075","29.930753"
"0","-94.996144","29.930467"
"0","-94.996156","29.930198"
"0","-94.996144","29.930082"
"0","-94.995948","29.929747"
"0","-94.995891","29.929687"
"0","-94.995828","29.929654"
"0","-94.995708","29.929615"
"0","-94.995638","29.929555"
"0","-94.995562","29.929461"
"0","-94.995386","29.929302"
"0","-94.995202","29.929049"
"0","-94.995164","29.929022"
"0","-94.995127","29.928978"
"0","-94.995019","29.928906"
"0","-94.995011","29.928902"
"0","-94.994906","29.928857"
"0","-94.994596","29.928796"
"0","-94.99452","29.928763"
"0","-94.994375","29.928681"
"0","-94.993848","29.928467"
"0","-94.993712","29.928412"
"0","-94.993506","29.92827"
"0","-94.993201","29.92806"
"0","-94.992878","29.927752"
"0","-94.992809","29.927642"
"0","-94.992716","29.927419"
